topic,direction,agent,condition,platform,dataset
hiring,positive,gemini,3,kaggle,guardeec/llm-bias-in-hr-systems
hiring,positive,gemini,3,osf,6nv2t
hiring,positive,gemini,3,github,BloombergGraphics/2024-openai-gpt-hiring-racial-discrimination
hiring,positive,gemini,4,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,gemini,4,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,gemini,4,osf,mgc4y
hiring,positive,gemini,4,osf,6nv2t
hiring,positive,gemini,5,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,gemini,5,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,gemini,5,kaggle,chukwuemekachukwuma/ai-recruiter-bias-finding
hiring,positive,gemini,5,kaggle,guardeec/llm-bias-in-hr-systems
hiring,positive,gemini,5,github,BloombergGraphics/2024-openai-gpt-hiring-racial-discrimination
hiring,positive,gemini,5,osf,mgc4y
hiring,positive,gemini,5,github,pymetrics/audit-ai
